DATE,GOLD_PRICE,GOLD_OPEN,GOLD_HIGH,GOLD_LOW,GOLD_CHANGE_%,SILVER_PRICE,SILVER_OPEN,SILVER_HIGH,SILVER_LOW,SILVER_CHANGE_%,GPRD,GPRD_ACT,GPRD_THREAT,EVENT,HAS_EVENT,GOLD_SILVER_RATIO,GOLD_VOLATILITY_30,SILVER_VOLATILITY_30,GOLD_SMA_50,GOLD_SMA_200,GPRD_ROLLING_30,YEAR,MONTH,DECADE
1998-05-15,301.25,298.9,301.25,301.25,0.7,5.58,5.57,5.58,5.57,-0.53,154.14,53.92,238.35,,0,53.98745519713262,0.10137933784764584,0.2092020785844359,302.797,306.034,73.92599999999999,1998,5,1990
1998-05-18,299.55,301.0,299.55,299.55,-0.56,5.29,5.57,5.29,5.28,-5.2,112.93,20.47,170.73,,0,56.625708884688095,0.10183096155175075,0.2388551448260296,302.899,305.89599999999996,76.20666666666668,1998,5,1990
1998-05-19,298.65,299.25,298.65,298.65,-0.3,5.18,5.27,5.18,5.16,-2.08,119.88,56.61,178.39,,0,57.65444015444015,0.10149841385674986,0.24122153092441814,302.952,305.747,77.90466666666667,1998,5,1990
1998-05-20,299.65,298.55,299.65,299.65,0.33,5.25,5.17,5.25,5.23,1.35,96.74,46.76,131.63,,0,57.07619047619047,0.10234774577190843,0.24685384938555746,303.05300000000005,305.61,80.33066666666667,1998,5,1990
1998-05-21,301.15,299.45,301.15,301.15,0.5,5.33,5.24,5.33,5.32,1.52,84.06,47.14,117.96,,0,56.50093808630393,0.10365494095449511,0.2542966360812766,303.185,305.48,81.85433333333334,1998,5,1990
1998-05-22,299.85,301.75,299.85,299.85,-0.43,5.29,5.31,5.29,5.27,-0.75,78.94,81.41,63.37,,0,56.68241965973535,0.10111329810550947,0.2532470010429804,303.275,305.35900000000004,82.67733333333334,1998,5,1990
1998-05-25,299.75,299.6,299.75,299.75,-0.03,5.29,5.27,5.29,5.27,0.0,82.71,60.75,86.87,,0,56.66351606805293,0.10100061242806638,0.25391387716341796,303.379,305.2275,83.65333333333334,1998,5,1990
1998-05-26,295.55,299.55,295.55,295.55,-1.4,5.1,5.26,5.1,5.08,-3.59,90.61,43.36,114.52,,0,57.95098039215687,0.10551017800443122,0.2669063588894272,303.45099999999996,305.0985,84.34666666666666,1998,5,1990
1998-05-27,293.85,295.1,293.85,293.85,-0.58,5.2,5.1,5.2,5.18,1.96,92.51,59.5,124.08,,0,56.50961538461539,0.10614364926777727,0.27639617123006394,303.505,304.9515,85.49866666666667,1998,5,1990
1998-05-28,293.1,294.0,293.1,293.1,-0.26,5.05,5.17,5.05,5.03,-2.88,78.23,32.27,107.67,,0,58.03960396039604,0.10535836216778582,0.28372078689341534,303.536,304.80975,86.77033333333334,1998,5,1990
1998-05-29,292.95,293.0,292.95,292.95,-0.05,5.11,5.04,5.11,5.09,1.19,156.81,39.08,228.18,,0,57.32876712328766,0.1054055853245247,0.28903455111804827,303.56,304.6551,89.95599999999999,1998,5,1990
1998-06-01,288.45,293.1,288.45,288.45,-1.54,5.08,5.09,5.08,5.07,-0.59,113.19,37.61,181.96,,0,56.781496062992126,0.11239219255335249,0.2889891506991819,303.35,304.4651,92.70533333333333,1998,6,1990
1998-06-02,291.4,288.2,291.4,291.4,1.02,5.2,5.06,5.2,5.18,2.36,78.05,49.8,98.65,,0,56.03846153846153,0.11342220854166203,0.29693490307565196,303.185,304.2986,93.167,1998,6,1990
1998-06-03,293.15,291.35,293.15,293.15,0.6,5.21,5.16,5.21,5.2,0.19,80.25,38.62,110.46,,0,56.26679462571977,0.11197932211373611,0.29787762071493723,303.067,304.13485000000003,94.21666666666667,1998,6,1990
1998-06-04,293.7,292.95,293.7,293.7,0.19,5.25,5.18,5.25,5.23,0.77,75.47,42.99,98.62,,0,55.94285714285714,0.1117471436083089,0.3000757599642179,302.91,303.97610000000003,94.477,1998,6,1990
1998-06-05,291.65,293.5,291.65,291.65,-0.7,5.29,5.22,5.29,5.28,0.76,79.52,27.34,109.45,,0,55.13232514177693,0.11242566205217203,0.30261282387344535,302.686,303.8146,94.62266666666666,1998,6,1990
1998-06-08,296.25,291.7,296.25,296.25,1.58,5.44,5.27,5.44,5.43,2.84,126.31,119.63,131.29,,0,54.45772058823529,0.12175651008252658,0.31712211205416313,302.578,303.67510000000004,96.65366666666665,1998,6,1990
1998-06-09,293.65,295.35,293.65,293.65,-0.88,5.35,5.41,5.35,5.33,-1.65,70.48,44.97,98.46,,0,54.88785046728972,0.12307067220909522,0.3188832008285207,302.432,303.5206,96.575,1998,6,1990
1998-06-10,293.25,293.5,293.25,293.25,-0.14,5.36,5.31,5.36,5.34,0.19,110.42,49.54,151.5,,0,54.71082089552238,0.12006915652832378,0.31776805119985474,302.302,303.37435,98.584,1998,6,1990
1998-06-11,286.85,292.85,286.85,286.85,-2.18,5.18,5.33,5.18,5.16,-3.36,94.78,67.84,113.17,,0,55.376447876447884,0.1304868817210634,0.3280931543106149,301.994,303.1986,99.855,1998,6,1990
1998-06-12,286.0,286.6,286.0,286.0,-0.3,5.14,5.16,5.14,5.13,-0.77,107.57,93.49,114.68,,0,55.6420233463035,0.12533875671894745,0.32715300354334453,301.54900000000004,303.02085,100.94866666666667,1998,6,1990
1998-06-15,284.85,285.55,284.85,284.85,-0.4,5.11,5.11,5.11,5.09,-0.58,94.83,78.24,103.33,,0,55.743639921722114,0.12268210602122875,0.3194049297732239,301.065,302.83235,101.16333333333333,1998,6,1990
1998-06-16,288.65,284.55,288.65,288.65,1.33,5.21,5.08,5.21,5.19,1.96,96.35,45.2,136.66,,0,55.40307101727447,0.130583950479657,0.32507044035723115,300.643,302.66585,102.52,1998,6,1990
1998-06-17,293.45,288.8,293.45,293.45,1.66,5.38,5.19,5.38,5.36,3.26,56.24,28.03,70.15,,0,54.54460966542751,0.13907910441403926,0.3332690140935607,300.325,302.5256,102.563,1998,6,1990
1998-06-18,293.25,293.65,293.25,293.25,-0.07,5.28,5.36,5.28,5.26,-1.86,75.34,25.9,108.02,,0,55.53977272727273,0.13769317782526716,0.33489955352538664,300.021,302.3831,102.857,1998,6,1990
1998-06-19,298.75,293.15,298.75,298.75,1.88,5.38,5.27,5.38,5.37,1.89,98.71,23.15,149.68,,0,55.52973977695167,0.14809303319655967,0.3412391647006822,299.781,302.2556,104.04666666666667,1998,6,1990
1998-06-22,295.45,297.0,295.45,295.45,-1.1,5.35,5.37,5.35,5.33,-0.56,49.99,59.8,38.8,,0,55.22429906542056,0.15133756457863123,0.3261750554299549,299.471,302.1121,102.40833333333333,1998,6,1990
1998-06-23,295.05,295.65,295.05,295.05,-0.14,5.36,5.33,5.36,5.34,0.19,69.9,36.36,85.92,,0,55.04664179104478,0.14962284384684033,0.3194841119213783,299.207,301.9721,99.73233333333333,1998,6,1990
1998-06-24,292.85,294.8,292.85,292.85,-0.75,5.28,5.33,5.28,5.26,-1.49,88.19,49.45,110.0,,0,55.464015151515156,0.15089922094926755,0.32030456809170244,298.919,301.83259999999996,96.00633333333333,1998,6,1990
1998-06-25,293.9,292.45,293.9,293.9,0.36,5.38,5.26,5.38,5.36,1.89,73.03,31.2,99.77,,0,54.628252788104085,0.1511512412228207,0.3232132738070708,298.634,301.70085,92.87266666666666,1998,6,1990
1998-06-26,293.85,293.65,293.85,293.85,-0.02,5.32,5.35,5.32,5.31,-1.12,57.46,40.1,66.89,,0,55.234962406015036,0.14945068383828547,0.3242977965560551,298.356,301.56685,89.65,1998,6,1990
1998-06-29,293.65,293.15,293.65,293.65,-0.07,5.33,5.29,5.33,5.32,0.19,52.8,56.15,52.69,,0,55.093808630393994,0.14873954750658935,0.28668081089186437,298.07,301.43084999999996,87.64566666666666,1998,6,1990
1998-06-30,296.95,293.45,296.95,296.95,1.12,5.54,5.31,5.54,5.52,3.94,39.84,30.55,40.77,,0,53.60108303249097,0.15243767656398952,0.30073287500835943,297.794,301.30935,84.97766666666666,1998,6,1990
1998-07-01,296.45,296.95,296.45,296.45,-0.17,5.47,5.51,5.47,5.46,-1.26,69.14,53.94,79.99,,0,54.19561243144424,0.15213276202174741,0.3018947650371446,297.45799999999997,301.18185,84.05766666666666,1998,7,1990
1998-07-02,293.85,296.35,293.85,293.85,-0.88,5.35,5.46,5.35,5.33,-2.19,59.38,31.15,77.96,,0,54.92523364485982,0.1531829791282852,0.30643436016958475,297.05400000000003,301.0356,83.235,1998,7,1990
1998-07-03,294.75,293.95,294.75,294.75,0.31,5.35,5.32,5.35,5.34,0.0,70.32,22.14,104.64,,0,55.09345794392524,0.15319246577554282,0.30554303499648156,296.696,300.8736,82.94766666666666,1998,7,1990
1998-07-06,293.25,294.1,293.25,293.25,-0.51,5.33,5.33,5.33,5.32,-0.37,56.49,40.22,60.39,,0,55.0187617260788,0.15375934227506008,0.3057940335423123,296.36800000000005,300.7061,82.07366666666667,1998,7,1990
1998-07-07,295.05,293.35,295.05,295.05,0.61,5.4,5.33,5.4,5.39,1.31,56.38,21.08,76.19,,0,54.638888888888886,0.1496183699544641,0.28763736427531716,296.11,300.5401,80.93266666666666,1998,7,1990
1998-07-08,293.25,295.15,293.25,293.25,-0.61,5.36,5.39,5.36,5.34,-0.74,70.35,42.69,91.56,,0,54.71082089552238,0.14973794166420845,0.28395325977882435,295.77,300.33410000000003,80.194,1998,7,1990
1998-07-09,291.7,293.35,291.7,291.7,-0.53,5.33,5.34,5.33,5.32,-0.56,51.84,43.52,54.45,,0,54.72795497185741,0.15034710575926363,0.2702661369182416,295.471,300.12385,79.31433333333332,1998,7,1990
1998-07-10,290.85,291.25,290.85,290.85,-0.29,5.3,5.32,5.3,5.29,-0.56,67.54,29.28,92.79,,0,54.877358490566046,0.15056306368712774,0.26943256858247044,295.243,299.92085,76.33866666666668,1998,7,1990
1998-07-13,291.65,289.85,291.65,291.65,0.28,5.33,5.25,5.33,5.32,0.57,53.99,38.44,64.13,,0,54.718574108818004,0.14370578522193753,0.26881690321281654,294.98900000000003,299.70485,74.36533333333334,1998,7,1990
1998-07-14,293.15,291.85,293.15,293.15,0.51,5.32,5.31,5.32,5.31,-0.19,35.13,28.02,35.05,,0,55.10338345864661,0.14142433253953474,0.2608203431255667,294.785,299.50785,72.93466666666667,1998,7,1990
1998-07-15,293.75,293.45,293.75,293.75,0.2,5.36,5.32,5.36,5.34,0.75,75.0,49.85,98.75,,0,54.804104477611936,0.1404837114094804,0.26151612433314336,294.645,299.31935,72.75966666666666,1998,7,1990
1998-07-16,293.45,293.65,293.45,293.45,-0.1,5.33,5.33,5.33,5.32,-0.56,56.34,16.85,79.64,,0,55.056285178236394,0.14041742371267144,0.26143477255822056,294.543,299.12035,72.122,1998,7,1990
1998-07-17,294.5,293.4,294.5,294.5,0.36,5.37,5.31,5.37,5.35,0.75,33.86,18.41,40.96,,0,54.84171322160149,0.13917953697826405,0.26140843320535745,294.436,298.9541,70.6,1998,7,1990
1998-07-20,296.15,294.5,296.15,296.15,0.56,5.46,5.36,5.46,5.45,1.68,51.51,23.7,72.49,,0,54.23992673992674,0.13234774009104064,0.2527383160749553,294.35200000000003,298.7866,68.10666666666665,1998,7,1990
1998-07-21,294.85,295.85,294.85,294.85,-0.44,5.53,5.45,5.53,5.52,1.28,56.21,37.36,68.55,,0,53.31826401446655,0.1304100172658881,0.25010413569386625,294.291,298.6186,67.631,1998,7,1990
1998-07-22,294.15,295.05,294.15,294.15,-0.24,5.68,5.53,5.68,5.66,2.71,58.46,45.33,59.41,,0,51.78697183098591,0.13054613784212266,0.261138958356112,294.205,298.4496,65.899,1998,7,1990
1998-07-23,293.4,294.25,293.4,293.4,-0.25,5.81,5.66,5.81,5.8,2.29,48.82,43.8,60.9,,0,50.499139414802066,0.1131684519182365,0.2449396608794562,294.09,298.28185,64.367,1998,7,1990
1998-07-24,291.45,293.75,291.45,291.45,-0.66,5.71,5.81,5.71,5.7,-1.72,49.49,49.34,41.15,,0,51.04203152364273,0.11471906385510797,0.25035263632654936,293.894,298.10985,62.431,1998,7,1990
1998-07-27,290.35,291.5,290.35,290.35,-0.38,5.65,5.69,5.65,5.64,-1.05,66.49,85.78,52.03,,0,51.389380530973455,0.11463387390835604,0.252246608988728,293.71,297.93534999999997,61.48633333333333,1998,7,1990
1998-07-28,291.75,289.75,291.75,291.75,0.48,5.68,5.63,5.68,5.66,0.53,76.3,57.05,89.88,,0,51.36443661971831,0.10896605652380394,0.24768501157387288,293.572,297.77585,60.818,1998,7,1990
1998-07-29,290.05,291.65,290.05,290.05,-0.58,5.6,5.67,5.6,5.58,-1.41,39.73,24.37,45.74,,0,51.79464285714286,0.09883056643789156,0.23584593822827699,293.38,297.61260000000004,60.26766666666666,1998,7,1990
1998-07-30,289.5,290.3,289.5,289.5,-0.19,5.52,5.58,5.52,5.5,-1.43,63.7,31.75,84.75,,0,52.44565217391305,0.09892652501824264,0.23298346601424144,293.147,297.44785,59.879666666666665,1998,7,1990
1998-07-31,286.45,288.75,286.45,286.45,-1.05,5.45,5.5,5.45,5.43,-1.27,52.0,46.66,60.54,,0,52.559633027522935,0.08507022954445483,0.2305293095424539,292.87899999999996,297.26185,58.32266666666667,1998,7,1990
1998-08-03,283.88,286.62,283.88,283.88,-0.9,5.37,5.43,5.37,5.35,-1.47,72.19,55.97,73.36,,0,52.86405959031657,0.08321590681370786,0.23410704973369148,292.5616,297.13625,59.06266666666667,1998,8,1990
1998-08-04,288.95,283.5,288.95,288.95,1.79,5.46,5.35,5.46,5.44,1.68,112.17,139.78,99.1,,0,52.921245421245416,0.10006827704547176,0.23894177654690837,292.4296,297.02175,60.47166666666667,1998,8,1990
1998-08-05,287.95,288.55,287.95,287.95,-0.35,5.42,5.35,5.42,5.4,-0.73,112.51,112.17,99.06,,0,53.12730627306273,0.09837174866718665,0.23560834710080286,292.3116,296.88275,61.282333333333334,1998,8,1990
1998-08-06,287.35,287.75,287.35,287.35,-0.21,5.44,5.39,5.44,5.42,0.37,91.76,97.58,81.39,,0,52.82169117647059,0.09767360444272744,0.22957475712460132,292.1966,296.75025,61.906666666666666,1998,8,1990
1998-08-07,286.65,287.55,286.65,286.65,-0.24,5.29,5.42,5.29,5.27,-2.76,80.12,67.58,92.24,,0,54.18714555765595,0.09778090497929959,0.24142611762820865,292.0706,296.60125,62.662,1998,8,1990
1998-08-10,287.45,286.85,287.45,287.45,0.28,5.33,5.27,5.33,5.32,0.76,98.03,105.87,108.69,,0,53.93058161350844,0.09833635181541647,0.2423860199013046,292.0506,296.48125,64.16966666666666,1998,8,1990
1998-08-11,283.95,286.85,283.95,283.95,-1.22,5.19,5.31,5.19,5.17,-2.63,101.06,149.26,105.82,,0,54.71098265895953,0.09705823522462949,0.22391048243269354,291.9016,296.33375,66.21033333333334,1998,8,1990
1998-08-12,282.75,284.05,282.75,282.75,-0.42,5.18,5.18,5.18,5.16,-0.19,86.41,95.72,95.81,,0,54.584942084942085,0.09738534037382736,0.22166218408375593,291.6936,296.17825,66.786,1998,8,1990
1998-08-13,285.35,283.0,285.35,285.35,0.92,5.21,5.15,5.21,5.19,0.58,64.66,64.47,58.66,,0,54.76967370441459,0.09971533524489927,0.2141252303263119,291.5266,296.03725,66.962,1998,8,1990
1998-08-14,284.05,285.65,284.05,284.05,-0.46,5.18,5.19,5.18,5.16,-0.58,57.06,82.16,36.9,,0,54.83590733590734,0.09948975256141263,0.21458918796746174,291.3746,295.89525000000003,66.52,1998,8,1990
1998-08-17,285.05,283.8,285.05,285.05,0.35,5.12,5.13,5.12,5.11,-1.16,145.22,219.11,78.33,,0,55.673828125,0.09970391755756373,0.2166575425546061,291.1506,295.76925000000006,69.47766666666666,1998,8,1990
1998-08-18,284.95,285.0,284.95,284.95,-0.04,5.08,5.11,5.08,5.07,-0.78,94.86,105.92,88.35,,0,56.09251968503937,0.09745734549849686,0.21305010349989442,290.9766,295.64325,70.76033333333334,1998,8,1990
1998-08-19,283.35,285.25,283.35,283.35,-0.56,5.08,5.08,5.08,5.07,0.0,79.32,82.24,73.88,,0,55.77755905511811,0.09725258506956579,0.21248133714132694,290.7786,295.51125,71.05933333333334,1998,8,1990
1998-08-20,285.15,283.55,285.15,285.15,0.64,5.17,5.07,5.17,5.15,1.77,62.95,59.77,79.77,,0,55.15473887814313,0.09876480086399107,0.21939694119750608,290.7446,295.39975,71.42966666666666,1998,8,1990
1998-08-21,284.8,284.75,284.8,284.8,-0.12,5.19,5.15,5.19,5.17,0.39,202.75,323.4,160.81,,0,54.874759152215795,0.09856267951612857,0.21935359865061485,290.7206,295.2845,75.93666666666667,1998,8,1990
1998-08-24,284.65,284.25,284.65,284.65,-0.05,5.14,5.15,5.14,5.13,-0.96,143.31,212.27,102.14,,0,55.37937743190661,0.0980271582538896,0.22003436314421423,290.71659999999997,295.191,78.91399999999999,1998,8,1990
1998-08-25,283.05,284.65,283.05,283.05,-0.56,5.04,5.14,5.04,5.03,-1.95,135.13,174.77,127.55,,0,56.160714285714285,0.09732657726894668,0.2263693075260602,290.6046,295.087,82.24733333333333,1998,8,1990
1998-08-26,282.25,283.25,282.25,282.25,-0.28,4.96,5.02,4.96,4.95,-1.59,144.61,221.28,83.89,,0,56.90524193548387,0.09695984979580584,0.22823378993708754,290.38059999999996,294.9645,84.56766666666667,1998,8,1990
1998-08-27,276.55,281.85,276.55,276.55,-2.02,4.88,4.95,4.88,4.87,-1.61,66.36,74.09,75.04,,0,56.67008196721312,0.1113206624466486,0.2315007208362807,290.0466,294.827,84.90166666666667,1998,8,1990
1998-08-28,274.35,277.05,274.35,274.35,-0.8,4.68,4.88,4.68,4.66,-4.1,85.6,96.71,75.92,,0,58.62179487179488,0.11136103588358388,0.25422503145948083,289.55859999999996,294.6845,86.62633333333333,1998,8,1990
1998-08-31,276.65,274.15,276.65,276.65,0.84,4.68,4.68,4.68,4.66,0.0,59.37,78.91,52.65,,0,59.113247863247864,0.11335732985090877,0.2466012636086276,289.18260000000004,294.543,86.88833333333334,1998,8,1990
1998-09-01,278.85,277.35,278.85,278.85,0.8,4.79,4.7,4.79,4.77,2.35,83.82,61.9,103.26,,0,58.21503131524009,0.11691448944820353,0.255110411896049,288.85859999999997,294.4225,87.80866666666667,1998,9,1990
1998-09-02,280.15,278.8,280.15,280.15,0.47,4.85,4.77,4.85,4.83,1.25,95.76,53.7,124.41,,0,57.76288659793814,0.118399918722995,0.24250633550586878,288.6046,294.3215,89.05199999999999,1998,9,1990
1998-09-03,284.95,280.1,284.95,284.95,1.71,4.95,4.82,4.95,4.93,2.06,68.16,48.92,72.55,,0,57.56565656565656,0.13018135037165113,0.24030711939872915,288.4256,294.2625,89.69666666666666,1998,9,1990
1998-09-04,286.85,285.2,286.85,286.85,0.67,5.03,4.94,5.03,5.01,1.62,60.81,75.05,67.42,,0,57.02783300198807,0.13082855685836414,0.24524397941166923,288.2856,294.21675,90.07400000000001,1998,9,1990
1998-09-07,288.45,287.05,288.45,288.45,0.56,5.04,5.01,5.04,5.03,0.2,45.1,40.87,47.73,,0,57.232142857142854,0.13159857152140447,0.24508167034688272,288.1816,294.17400000000004,89.361,1998,9,1990
1998-09-08,286.05,288.25,286.05,286.05,-0.83,4.92,5.02,4.92,4.9,-2.38,68.2,45.33,81.01,,0,58.140243902439025,0.1327603098868883,0.25027098790351526,287.9636,294.135,89.091,1998,9,1990
1998-09-09,284.25,286.1,284.25,284.25,-0.63,4.95,4.89,4.95,4.93,0.61,53.86,41.76,59.72,,0,57.42424242424242,0.13292567148728243,0.2504993119744943,287.7196,294.087,89.562,1998,9,1990
1998-09-10,290.45,284.25,290.45,290.45,2.18,5.04,4.93,5.04,5.03,1.82,63.7,47.63,66.21,,0,57.62896825396825,0.14789419000157647,0.2564981318553561,287.6516,294.0775,89.56199999999998,1998,9,1990
1998-09-11,293.75,290.75,293.75,293.75,1.14,5.04,5.05,5.04,5.02,0.0,67.89,73.32,70.57,,0,58.28373015873016,0.1477617713978396,0.2549247477266328,287.6316,294.115,90.09166666666667,1998,9,1990
1998-09-14,290.35,292.7,290.35,290.35,-1.16,4.96,4.99,4.96,4.95,-1.59,65.6,65.39,54.54,,0,58.53830645161291,0.14945263837793787,0.25544433122917803,287.57359999999994,294.1255,89.87200000000001,1998,9,1990
1998-09-15,289.95,290.05,289.95,289.95,-0.14,4.96,4.94,4.96,4.95,0.0,71.1,57.99,75.24,,0,58.45766129032258,0.14049627281634705,0.24899036111616465,287.4716,294.13599999999997,88.503,1998,9,1990
1998-09-16,287.85,289.45,287.85,287.85,-0.72,4.94,4.94,4.94,4.92,-0.4,53.0,35.23,78.35,,0,58.26923076923077,0.14176338733162505,0.2486847001603872,287.3636,294.1615,86.51933333333334,1998,9,1990
1998-09-17,291.45,287.9,291.45,291.45,1.25,5.0,4.92,5.0,4.99,1.21,63.41,84.29,45.2,,0,58.29,0.14611577659272018,0.2518390839239636,287.35859999999997,294.1855,85.57433333333333,1998,9,1990
1998-09-18,291.45,291.5,291.45,291.45,0.0,4.97,4.98,4.97,4.96,-0.6,54.07,56.74,66.26,,0,58.64185110663984,0.14585885078606617,0.2408337079714035,287.3706,294.2225,84.70599999999999,1998,9,1990
1998-09-21,288.95,290.65,288.95,288.95,-0.86,4.87,4.96,4.87,4.85,-2.01,56.56,56.39,64.67,,0,59.33264887063655,0.14807602464748612,0.24465133474607467,287.3166,294.25300000000004,83.32366666666667,1998,9,1990
1998-09-22,287.85,288.75,287.85,287.85,-0.38,4.89,4.86,4.89,4.88,0.41,60.29,50.61,68.6,,0,58.865030674846636,0.14391844866542222,0.2350812237441706,287.2106,294.27049999999997,81.96466666666667,1998,9,1990
1998-09-23,289.75,287.75,289.75,289.75,0.66,5.04,4.88,5.04,5.03,3.07,65.48,29.67,94.04,,0,57.49007936507937,0.14425300018950116,0.2533032885715832,287.13059999999996,294.30150000000003,81.267,1998,9,1990
1998-09-24,294.15,289.75,294.15,294.15,1.52,5.17,5.03,5.17,5.15,2.58,80.17,45.67,99.99,,0,56.89555125725338,0.14825168418142,0.2642176294245756,287.1446,294.3265,81.784,1998,9,1990
1998-09-25,294.15,293.95,294.15,294.15,0.0,5.18,5.14,5.18,5.16,0.19,85.16,70.26,102.56,,0,56.785714285714285,0.14733858605564315,0.2637320759373252,287.1376,294.3605,82.72066666666666,1998,9,1990
1998-09-28,295.75,294.25,295.75,295.75,0.54,5.29,5.17,5.29,5.27,2.12,48.21,48.06,45.81,,0,55.907372400756145,0.14770492902490712,0.2681773072225261,287.1296,294.394,79.487,1998,9,1990
1998-09-29,294.75,296.15,294.75,294.75,-0.34,5.37,5.27,5.37,5.35,1.51,87.75,93.73,78.18,,0,54.88826815642458,0.14825415551237936,0.269692973138619,287.12760000000003,294.4125,79.25,1998,9,1990
1998-09-30,296.95,294.95,296.95,296.95,0.75,5.37,5.34,5.37,5.35,0.0,44.01,40.95,48.8,,0,55.29795158286778,0.14789852067366896,0.269692973138619,287.18359999999996,294.427,78.07300000000001,1998,9,1990
1998-10-01,299.85,296.55,299.85,299.85,0.98,5.3,5.33,5.3,5.29,-1.3,62.72,96.63,33.19,,0,56.57547169811321,0.14917584082814953,0.26883860420325484,287.3126,294.444,78.06533333333333,1998,10,1990
1998-10-02,300.55,300.2,300.55,300.55,0.23,5.21,5.29,5.21,5.2,-1.7,54.4,51.38,57.14,,0,57.68714011516315,0.14892136821885144,0.27363191533891495,287.49460000000005,294.463,73.12033333333333,1998,10,1990
1998-10-05,296.65,300.35,296.65,296.65,-1.3,5.08,5.2,5.08,5.07,-2.5,58.56,58.38,54.79,,0,58.39566929133858,0.15489091875464883,0.28192660844275064,287.6206,294.472,70.29533333333333,1998,10,1990
1998-10-06,296.25,296.25,296.25,296.25,-0.13,5.12,5.25,5.12,5.1,0.79,73.9,32.03,96.18,,0,57.861328125,0.1536927821315264,0.276819778953616,287.7106,294.498,68.25433333333334,1998,10,1990
1998-10-07,301.55,296.8,301.55,301.55,1.79,5.14,5.1,5.14,5.13,0.39,68.12,50.94,80.25,,0,58.66731517509728,0.16014131926489317,0.2724479777772624,287.94059999999996,294.553,65.70466666666667,1998,10,1990
1998-10-08,299.65,301.3,299.65,299.65,-0.63,5.03,5.13,5.03,5.01,-2.14,60.23,34.31,76.32,,0,59.57256461232603,0.1478024050937672,0.27579177050310755,288.1436,294.606,65.50033333333333,1998,10,1990
1998-10-09,296.75,301.55,296.75,296.75,-0.97,4.8,5.14,4.8,4.79,-4.57,74.66,66.16,73.58,,0,61.82291666666667,0.14896338689802982,0.2823523823337964,288.3496,294.6485,65.13566666666667,1998,10,1990
1998-10-12,296.25,296.7,296.25,296.25,-0.17,4.85,4.8,4.85,4.83,1.04,32.98,21.92,54.85,,0,61.08247422680413,0.14846033558557356,0.28364351757283085,288.597,294.7205,64.256,1998,10,1990
1998-10-13,296.55,296.35,296.55,296.55,0.1,4.85,4.84,4.85,4.83,0.0,60.97,60.78,78.86,,0,61.14432989690722,0.14753469707165273,0.27575812590355103,288.749,294.796,63.49433333333334,1998,10,1990
1998-10-14,296.15,296.7,296.15,296.15,-0.13,4.82,4.83,4.82,4.81,-0.62,53.38,50.42,51.4,,0,61.44190871369294,0.1476544247526072,0.27403077299750933,288.913,294.8575,62.08166666666667,1998,10,1990
1998-10-15,299.5,296.1,299.5,299.5,1.13,4.93,4.8,4.93,4.91,2.28,67.95,50.81,80.05,,0,60.750507099391484,0.14333410394477925,0.27554568645420946,289.156,294.95025,62.074666666666666,1998,10,1990
