DATE,GOLD_PRICE,GOLD_OPEN,GOLD_HIGH,GOLD_LOW,GOLD_CHANGE_%,SILVER_PRICE,SILVER_OPEN,SILVER_HIGH,SILVER_LOW,SILVER_CHANGE_%,GPRD,GPRD_ACT,GPRD_THREAT,EVENT,HAS_EVENT,GOLD_SILVER_RATIO,GOLD_VOLATILITY_30,SILVER_VOLATILITY_30,GOLD_SMA_50,GOLD_SMA_200,GPRD_ROLLING_30,YEAR,MONTH,DECADE
2001-11-12,278.25,277.65,278.25,278.25,0.29,4.15,4.1,4.15,4.14,1.22,289.73,404.37,235.56,,0,67.04819277108433,0.10711498043882528,0.1601395359809439,282.9308,271.31485,497.54333333333335,2001,11,2000
2001-11-13,277.75,278.25,277.75,277.75,-0.18,4.16,4.14,4.16,4.15,0.24,445.86,795.07,219.32,,0,66.76682692307692,0.10553477948599332,0.1604114336578942,283.0428,271.38535,486.7556666666666,2001,11,2000
2001-11-14,277.35,277.55,277.35,277.35,-0.14,4.17,4.15,4.17,4.16,0.24,381.34,641.18,170.38,,0,66.51079136690647,0.10545344388935105,0.16125378453781977,283.14979999999997,271.45535,472.1683333333333,2001,11,2000
2001-11-15,275.15,277.35,275.15,275.15,-0.79,4.14,4.16,4.14,4.13,-0.72,273.18,441.62,139.16,,0,66.46135265700482,0.10674310114194552,0.15758902613453624,283.1948,271.5266,457.8546666666667,2001,11,2000
2001-11-16,274.85,275.25,274.85,274.85,-0.11,4.12,4.13,4.12,4.11,-0.48,293.02,472.96,181.0,,0,66.71116504854369,0.10539262713126676,0.15460134148954244,283.22880000000004,271.5976,444.6896666666667,2001,11,2000
2001-11-19,273.0,274.85,273.0,273.0,-0.67,4.08,4.12,4.08,4.07,-0.97,257.04,411.44,108.37,,0,66.91176470588235,0.10518844350056993,0.15531781856506596,283.2538,271.65585,432.717,2001,11,2000
2001-11-20,273.3,272.85,273.3,273.3,0.11,4.09,4.07,4.09,4.08,0.25,332.89,611.67,108.55,,0,66.82151589242055,0.10013773295261601,0.14217488867285266,282.9498,271.7176,420.26666666666665,2001,11,2000
2001-11-21,273.35,273.25,273.35,273.35,0.02,4.06,4.08,4.06,4.05,-0.73,282.94,481.73,121.6,,0,67.32758620689657,0.09640094172031477,0.13118523037303473,282.8268,271.78485,410.81300000000005,2001,11,2000
2001-11-22,272.85,273.15,272.85,272.85,-0.18,4.06,4.05,4.06,4.05,0.0,260.6,456.1,86.68,,0,67.20443349753695,0.09034739302678407,0.13118523037303473,282.6438,271.86885,402.94499999999994,2001,11,2000
2001-11-23,272.9,272.85,272.9,272.9,0.02,4.1,4.05,4.1,4.09,0.99,294.45,497.75,111.78,,0,66.5609756097561,0.08249082457020815,0.1318338166485,282.37579999999997,271.9386,393.14433333333335,2001,11,2000
2001-11-26,273.15,273.0,273.15,273.15,0.09,4.06,4.08,4.06,4.05,-0.98,206.59,347.99,88.85,,0,67.27832512315271,0.07744374836487954,0.12783645016064651,282.0398,272.0061,385.04533333333336,2001,11,2000
2001-11-27,273.65,272.95,273.65,273.65,0.18,4.07,4.05,4.07,4.06,0.25,297.28,501.54,152.12,,0,67.23587223587222,0.07785925681492366,0.12708900199399426,281.75280000000004,272.0931,373.92233333333326,2001,11,2000
2001-11-28,274.35,273.65,274.35,274.35,0.26,4.15,4.06,4.15,4.14,1.97,360.98,544.35,206.84,,0,66.10843373493977,0.0772266797514613,0.14154368413142207,281.42679999999996,272.1721,365.33033333333333,2001,11,2000
2001-11-29,274.05,274.5,274.05,274.05,-0.11,4.11,4.14,4.11,4.1,-0.96,208.19,367.81,65.74,,0,66.67883211678831,0.07170208042837217,0.1288042399688672,281.1348,272.2471,354.58599999999996,2001,11,2000
2001-11-30,274.4,274.25,274.4,274.4,0.13,4.17,4.1,4.17,4.16,1.46,238.01,368.48,149.02,,0,65.80335731414867,0.07181374705495337,0.13665875935176067,280.78880000000004,272.3116,347.3286666666666,2001,11,2000
2001-12-03,277.55,274.8,277.55,277.55,1.15,4.24,4.16,4.24,4.23,1.68,212.03,311.87,132.96,,0,65.45990566037736,0.0667965191840943,0.1442521371708798,280.5498,272.36510000000004,340.30266666666665,2001,12,2000
2001-12-04,275.75,277.25,275.75,275.75,-0.65,4.17,4.23,4.17,4.16,-1.65,280.51,477.6,141.53,,0,66.12709832134293,0.06948851465846066,0.1520927944599286,280.2698,272.4026,332.18033333333335,2001,12,2000
2001-12-05,274.15,275.7,274.15,274.15,-0.58,4.22,4.17,4.22,4.21,1.2,269.59,480.34,100.16,,0,64.96445497630332,0.071358122740078,0.1556655115988522,279.8928,272.4371,324.3013333333334,2001,12,2000
2001-12-06,274.55,274.35,274.55,274.55,0.15,4.24,4.21,4.24,4.23,0.47,231.7,375.67,118.56,,0,64.75235849056604,0.06884645478710157,0.15623727279780064,279.5478,272.4816,318.5073333333333,2001,12,2000
2001-12-07,274.55,274.55,274.55,274.55,0.0,4.29,4.23,4.29,4.28,1.18,252.41,418.45,103.77,,0,63.997668997669,0.06880570296676312,0.15975011177746892,279.1798,272.54060000000004,312.45166666666665,2001,12,2000
2001-12-10,272.75,274.45,272.75,272.75,-0.66,4.26,4.28,4.26,4.25,-0.7,246.57,356.24,160.46,,0,64.02582159624413,0.06886600173651508,0.160037740386873,278.7958,272.5886,309.4933333333334,2001,12,2000
2001-12-11,272.75,272.95,272.75,272.75,0.0,4.3,4.25,4.3,4.29,0.94,239.95,372.8,145.11,,0,63.43023255813954,0.06658460531494896,0.16174614135493512,278.4568,272.6486,304.7903333333333,2001,12,2000
2001-12-12,274.25,273.05,274.25,274.25,0.55,4.28,4.29,4.28,4.27,-0.47,279.69,470.52,155.05,,0,64.07710280373831,0.0689181009704076,0.1598354633021688,278.14779999999996,272.7081,298.11333333333334,2001,12,2000
2001-12-13,274.25,274.35,274.25,274.25,0.0,4.31,4.28,4.31,4.3,0.7,261.95,418.92,131.6,,0,63.631090487238986,0.06875628689903818,0.16092472834505317,277.83079999999995,272.74710000000005,293.5356666666667,2001,12,2000
2001-12-14,278.45,274.5,278.45,278.45,1.53,4.42,4.31,4.42,4.41,2.55,301.41,502.72,139.77,,0,62.997737556561084,0.08293090848618764,0.16516262605363566,277.5748,272.77745,290.722,2001,12,2000
2001-12-17,277.85,278.25,277.85,277.85,-0.22,4.41,4.41,4.41,4.4,-0.23,253.74,408.9,121.39,,0,63.004535147392296,0.08238886914889879,0.16437351995842175,277.28880000000004,272.80395,289.877,2001,12,2000
2001-12-18,280.35,278.15,280.35,280.35,0.9,4.47,4.4,4.47,4.46,1.36,215.06,331.97,132.68,,0,62.71812080536914,0.08584865717876844,0.16703205322134831,277.1308,272.86695,282.683,2001,12,2000
2001-12-19,275.95,280.45,275.95,275.95,-1.57,4.37,4.45,4.37,4.36,-2.24,199.82,311.25,119.42,,0,63.146453089244844,0.09699137588291087,0.18196427396026818,276.9478,272.93145,275.364,2001,12,2000
2001-12-20,276.15,276.15,276.15,276.15,0.07,4.46,4.35,4.46,4.45,2.06,245.17,394.4,125.1,,0,61.91704035874439,0.09278717901125794,0.18329049714166837,276.8408,273.00895,274.56733333333335,2001,12,2000
2001-12-21,278.15,276.35,278.15,278.15,0.72,4.53,4.45,4.53,4.51,1.57,229.58,404.25,123.97,,0,61.401766004415,0.09521074752883396,0.1867639810553935,276.7098,273.10594999999995,271.376,2001,12,2000
2001-12-24,278.05,277.7,278.05,278.05,-0.04,4.54,4.54,4.54,4.53,0.22,213.46,354.67,118.33,,0,61.24449339207049,0.09485057229657098,0.18490946472704978,276.6398,273.19295,268.83366666666666,2001,12,2000
2001-12-25,279.5,278.0,279.5,279.5,0.52,4.54,4.53,4.54,4.53,0.0,285.72,498.47,148.49,,0,61.563876651982376,0.09587213281288481,0.18511531937915604,276.6008,273.2822,263.49566666666664,2001,12,2000
2001-12-26,279.25,279.1,279.25,279.25,-0.09,4.56,4.53,4.56,4.55,0.44,188.34,254.03,138.19,,0,61.2390350877193,0.09580269522330734,0.18515173673936502,276.5348,273.3632,257.06233333333336,2001,12,2000
2001-12-27,277.05,279.25,277.05,277.05,-0.79,4.54,4.6,4.54,4.52,-0.44,263.37,451.16,117.21,,0,61.02422907488987,0.09576278368562623,0.1839766791074366,276.4844,273.43870000000004,256.73533333333336,2001,12,2000
2001-12-28,276.55,277.25,276.55,276.55,-0.18,4.54,4.52,4.54,4.53,0.0,263.67,407.24,172.93,,0,60.91409691629956,0.09587180009147718,0.18268526994494524,276.42,273.50969999999995,255.757,2001,12,2000
2001-12-31,278.95,276.15,278.95,278.95,0.87,4.62,4.53,4.62,4.61,1.76,197.33,259.5,167.57,,0,60.378787878787875,0.09655888168260918,0.18293962884732623,276.48699999999997,273.5912,253.76666666666668,2001,12,2000
2002-01-02,278.85,278.85,278.85,278.85,-0.04,4.58,4.6,4.58,4.57,-0.87,232.91,361.2,150.64,,0,60.88427947598254,0.09660376929024202,0.18666626933324257,276.545,273.6782,250.434,2002,1,2000
2002-01-03,278.45,278.85,278.45,278.45,-0.14,4.65,4.56,4.65,4.64,1.53,196.56,308.39,123.26,,0,59.88172043010752,0.09679083858270107,0.18640480521431022,276.60400000000004,273.7702,247.5546666666667,2002,1,2000
2002-01-04,278.95,278.55,278.95,278.95,0.18,4.7,4.64,4.7,4.69,1.08,187.88,282.59,93.19,,0,59.35106382978723,0.0965590210504977,0.18670410253881428,276.638,273.8697,245.13066666666666,2002,1,2000
2002-01-07,278.75,278.9,278.75,278.75,-0.07,4.75,4.69,4.75,4.74,1.06,175.1,242.25,124.8,,0,58.68421052631579,0.09664056915640833,0.18689696422716856,276.665,273.9737,241.15233333333333,2002,1,2000
2002-01-08,279.05,278.85,279.05,279.05,0.11,4.73,4.73,4.73,4.72,-0.42,172.46,298.45,92.0,,0,58.99577167019027,0.09664443316622423,0.18376115260169504,276.668,274.0912,240.01466666666664,2002,1,2000
2002-01-09,283.35,279.05,283.35,283.35,1.54,4.81,4.72,4.81,4.8,1.69,183.32,320.62,69.53,,0,58.90852390852392,0.10558689898417654,0.1866617179166118,276.728,274.2227,236.216,2002,1,2000
2002-01-10,286.75,283.35,286.75,286.75,1.2,4.77,4.8,4.77,4.76,-0.83,215.1,316.3,129.68,,0,60.115303983228515,0.11010425629699457,0.1860284478772952,276.87,274.36269999999996,231.35333333333332,2002,1,2000
2002-01-11,287.55,286.85,287.55,287.55,0.28,4.76,4.75,4.76,4.75,-0.21,211.82,322.61,132.1,,0,60.40966386554622,0.10988509934887777,0.18221567590782872,277.022,274.5077,231.47433333333336,2002,1,2000
2002-01-14,285.35,287.35,285.35,285.35,-0.77,4.56,4.74,4.56,4.55,-4.2,197.22,276.71,151.85,,0,62.576754385964925,0.11313097466045081,0.22506201562480616,277.13,274.63495,230.11466666666666,2002,1,2000
2002-01-15,284.55,284.95,284.55,284.55,-0.28,4.62,4.55,4.62,4.61,1.32,186.35,281.87,117.55,,0,61.59090909090909,0.10951146950846076,0.223381482494847,277.24399999999997,274.7652,229.25866666666667,2002,1,2000
2002-01-16,287.55,284.65,287.55,287.55,1.05,4.62,4.62,4.62,4.61,0.0,159.03,227.34,89.82,,0,62.24025974025974,0.11070942477419919,0.21587525947508135,277.397,274.91519999999997,225.20933333333332,2002,1,2000
2002-01-17,284.45,287.15,284.45,284.45,-1.08,4.5,4.62,4.5,4.49,-2.6,208.58,295.49,132.36,,0,63.21111111111111,0.11441044582687472,0.23046680810948084,277.47700000000003,275.0437,223.17566666666664,2002,1,2000
2002-01-18,283.55,284.0,283.55,283.55,-0.32,4.38,4.49,4.38,4.36,-2.67,179.68,271.59,139.77,,0,64.73744292237443,0.11512125860653749,0.24502960920504302,277.595,275.1607,221.44166666666666,2002,1,2000
2002-01-21,282.55,283.55,282.55,282.55,-0.35,4.34,4.38,4.34,4.33,-0.91,148.09,209.8,90.74,,0,65.10368663594471,0.11586574746359422,0.24467373980451493,277.697,275.2727,217.96433333333334,2002,1,2000
2002-01-22,281.8,282.55,281.8,281.8,-0.27,4.31,4.33,4.31,4.3,-0.69,183.62,322.18,91.61,,0,65.38283062645013,0.1141992948111617,0.24465240486431614,277.76800000000003,275.3647,215.866,2002,1,2000
2002-01-23,279.25,281.7,279.25,279.25,-0.9,4.28,4.29,4.28,4.26,-0.7,163.93,265.18,92.59,,0,65.24532710280373,0.11791708526653444,0.2440812721981833,277.798,275.45595000000003,213.33200000000002,2002,1,2000
2002-01-24,278.8,279.25,278.8,278.8,-0.16,4.29,4.27,4.29,4.27,0.23,144.86,196.18,86.36,,0,64.98834498834499,0.11725992449237493,0.24377420942109046,277.827,275.5437,208.83766666666668,2002,1,2000
2002-01-25,279.45,278.85,279.45,279.45,0.23,4.32,4.27,4.32,4.31,0.7,138.53,162.12,105.17,,0,64.6875,0.1173552360430562,0.2437702438225002,277.913,275.61345,204.72366666666667,2002,1,2000
2002-01-28,279.05,279.35,279.05,279.05,-0.14,4.27,4.31,4.27,4.26,-1.16,152.35,210.29,103.94,,0,65.3512880562061,0.1089071301390829,0.23377986057438208,277.997,275.68545,199.75500000000002,2002,1,2000
2002-01-29,281.85,278.75,281.85,281.85,1.0,4.31,4.25,4.31,4.3,0.94,181.03,259.63,132.05,,0,65.39443155452437,0.11239332507272941,0.23567565834832613,278.17400000000004,275.7772,197.33133333333333,2002,1,2000
2002-01-30,282.05,281.95,282.05,282.05,0.07,4.3,4.3,4.3,4.29,-0.23,144.94,228.79,60.26,,0,65.59302325581396,0.10947773602350336,0.23178876291738482,278.349,275.86595,194.99400000000003,2002,1,2000
2002-01-31,282.35,281.9,282.35,282.35,0.11,4.24,4.29,4.24,4.23,-1.4,202.98,280.59,135.02,,0,66.59198113207547,0.09852924241058864,0.22632309399860204,278.529,275.96594999999996,195.09933333333336,2002,1,2000
2002-02-01,286.25,282.75,286.25,286.25,1.38,4.32,4.22,4.32,4.31,1.89,165.49,234.88,125.95,,0,66.26157407407408,0.10551585388447488,0.22494848298354353,278.797,276.07645,192.44333333333333,2002,2,2000
2002-02-04,289.65,286.25,289.65,289.65,1.19,4.3,4.25,4.3,4.29,-0.46,106.03,153.09,85.13,,0,67.36046511627907,0.10862450476397911,0.21951566782726886,279.132,276.20445,188.32500000000002,2002,2,2000
2002-02-05,297.75,290.05,297.75,297.75,2.8,4.42,4.31,4.42,4.4,2.79,150.85,196.42,112.64,,0,67.36425339366517,0.13298509136955788,0.23548755484212722,279.624,276.37295,186.238,2002,2,2000
2002-02-06,296.9,297.5,296.9,296.9,-0.29,4.38,4.4,4.38,4.38,-0.9,176.87,280.93,104.7,,0,67.78538812785388,0.13351316789773984,0.23668291970901123,280.089,276.5357,182.60966666666667,2002,2,2000
2002-02-07,300.3,296.5,300.3,300.3,1.15,4.38,4.4,4.38,4.37,0.0,178.07,219.29,139.36,,0,68.56164383561644,0.13592119516671133,0.23613834727008937,280.608,276.71045,182.26733333333334,2002,2,2000
2002-02-08,304.0,301.0,304.0,304.0,1.23,4.46,4.37,4.46,4.45,1.83,116.33,176.72,69.09,,0,68.16143497757848,0.13517550352374508,0.24254937119327422,281.207,276.8997,177.366,2002,2,2000
2002-02-11,299.7,303.6,299.7,299.7,-1.41,4.42,4.45,4.42,4.42,-0.9,153.66,228.0,95.09,,0,67.8054298642534,0.14356418447859204,0.24378518071741553,281.71299999999997,277.06745,173.699,2002,2,2000
2002-02-12,300.5,299.3,300.5,300.5,0.27,4.48,4.42,4.48,4.47,1.36,175.17,243.23,104.04,,0,67.07589285714285,0.14245001074954214,0.2414018322144571,282.172,277.23945,172.96033333333335,2002,2,2000
2002-02-13,299.5,300.9,299.5,299.5,-0.33,4.52,4.46,4.52,4.51,0.89,211.82,305.01,136.99,,0,66.26106194690266,0.14322962493325347,0.2418792602769936,282.647,277.4122,172.25733333333335,2002,2,2000
2002-02-14,300.3,299.75,300.3,300.3,0.27,4.56,4.5,4.56,4.55,0.88,154.38,219.11,108.79,,0,65.85526315789474,0.14276223403363839,0.23897224249870738,283.17,277.56419999999997,170.85133333333334,2002,2,2000
2002-02-15,298.1,299.7,298.1,298.1,-0.73,4.56,4.55,4.56,4.55,0.0,154.5,240.17,108.87,,0,65.37280701754386,0.14560620593850934,0.2365765086782331,283.641,277.7097,169.73866666666666,2002,2,2000
2002-02-18,297.75,298.5,297.75,297.75,-0.12,4.53,4.56,4.53,4.52,-0.66,100.87,136.76,67.1,,0,65.72847682119205,0.14569331554347525,0.23453385062317028,284.105,277.8582,167.26433333333335,2002,2,2000
2002-02-19,293.25,298.25,293.25,293.25,-1.51,4.49,4.53,4.49,4.48,-0.88,180.07,250.64,135.61,,0,65.31180400890868,0.15412943785061015,0.23538295077983584,284.51500000000004,277.98195,167.518,2002,2,2000
2002-02-20,291.7,292.5,291.7,291.7,-0.53,4.43,4.46,4.43,4.41,-1.34,152.93,195.61,110.37,,0,65.84650112866818,0.1497434262068601,0.23097469498388637,284.894,278.09845,166.505,2002,2,2000
2002-02-21,293.0,292.0,293.0,293.0,0.45,4.44,4.41,4.44,4.43,0.23,179.2,254.45,99.34,,0,65.99099099099098,0.14649442646332625,0.23074822738040032,285.269,278.20245,165.30833333333334,2002,2,2000
2002-02-22,293.0,294.0,293.0,293.0,0.0,4.41,4.42,4.41,4.4,-0.68,160.47,257.11,100.08,,0,66.43990929705215,0.1463816016543832,0.23111032692187494,285.644,278.29970000000003,163.59666666666666,2002,2,2000
2002-02-25,292.7,291.65,292.7,292.7,-0.1,4.39,4.38,4.39,4.38,-0.45,159.69,236.94,80.29,,0,66.6742596810934,0.144355454734205,0.19857494051339075,285.92900000000003,278.33144999999996,162.34566666666666,2002,2,2000
2002-02-26,297.75,292.55,297.75,297.75,1.73,4.44,4.38,4.44,4.43,1.14,146.34,212.2,88.5,,0,67.0608108108108,0.15142940041436123,0.19752802017210644,286.327,278.39195,161.012,2002,2,2000
2002-02-27,296.4,298.0,296.4,296.4,-0.45,4.46,4.43,4.46,4.45,0.45,142.01,215.44,97.55,,0,66.45739910313901,0.14995193611628643,0.19820579128323362,286.64799999999997,278.4477,160.44466666666668,2002,2,2000
2002-02-28,296.95,296.5,296.95,296.95,0.19,4.51,4.43,4.51,4.5,1.12,143.91,205.72,94.83,,0,65.84257206208426,0.14569787800835798,0.18661400886577106,287.06800000000004,278.51370000000003,158.28900000000002,2002,2,2000
2002-03-01,298.15,296.65,298.15,298.15,0.4,4.57,4.5,4.57,4.56,1.33,130.83,210.91,60.18,,0,65.24070021881838,0.14520001662874982,0.17211328447831253,287.50800000000004,278.6082,156.66066666666666,2002,3,2000
2002-03-04,296.85,298.05,296.85,296.85,-0.44,4.61,4.56,4.61,4.6,0.88,227.93,348.42,132.67,,0,64.39262472885032,0.1454813180811448,0.17033337636726525,287.88199999999995,278.70295000000004,159.322,2002,3,2000
2002-03-05,294.07,297.07,294.07,294.07,-0.94,4.56,4.59,4.56,4.55,-1.08,164.66,244.62,107.39,,0,64.4890350877193,0.14849057968163082,0.1725034354056817,288.2024,278.7838,158.69,2002,3,2000
2002-03-06,293.35,294.05,293.35,293.35,-0.24,4.53,4.54,4.53,4.52,-0.66,137.54,198.38,73.0,,0,64.75717439293598,0.14563471677011333,0.1723358402012634,288.4794,278.88105,157.81033333333332,2002,3,2000
2002-03-07,290.25,293.65,290.25,290.25,-1.06,4.47,4.52,4.47,4.46,-1.32,140.68,190.52,88.29,,0,64.93288590604027,0.14965345794406906,0.17786112796995526,288.69939999999997,279.0018,157.671,2002,3,2000
2002-03-08,289.75,289.55,289.75,289.75,-0.17,4.51,4.46,4.51,4.5,0.89,145.26,198.77,90.0,,0,64.24611973392462,0.14989179263741473,0.17848170668222313,288.9534,279.1203,157.89533333333335,2002,3,2000
2002-03-11,290.8,289.6,290.8,290.8,0.36,4.49,4.5,4.49,4.48,-0.44,228.33,308.17,204.47,,0,64.76614699331849,0.14982199054550813,0.1751059312212422,289.2384,279.23929999999996,160.428,2002,3,2000
2002-03-12,294.05,290.7,294.05,294.05,1.12,4.5,4.47,4.5,4.49,0.22,218.93,272.03,163.58,,0,65.34444444444445,0.1504279889928137,0.17361777054169397,289.54040000000003,279.3818,161.69133333333332,2002,3,2000
2002-03-13,293.55,294.15,293.55,293.55,-0.17,4.53,4.5,4.53,4.52,0.67,190.65,225.7,178.35,,0,64.80132450331126,0.15069391958147849,0.17385460760663396,289.8344,279.5178,163.215,2002,3,2000
2002-03-14,291.15,293.35,291.15,291.15,-0.82,4.5,4.52,4.5,4.5,-0.66,151.4,223.8,104.19,,0,64.69999999999999,0.15321863087448664,0.16932292536719373,290.0884,279.6423,161.49566666666666,2002,3,2000
2002-03-15,290.05,291.25,290.05,290.05,-0.38,4.49,4.5,4.49,4.48,-0.22,158.84,230.33,115.27,,0,64.59910913140311,0.14892641012582739,0.16198372333504457,290.3104,279.76079999999996,161.274,2002,3,2000
2002-03-18,292.45,290.35,292.45,292.45,0.83,4.5,4.49,4.5,4.5,0.22,184.03,300.88,85.7,,0,64.98888888888888,0.14688262716555667,0.1610049043857547,290.5844,279.85555,163.87399999999997,2002,3,2000
2002-03-19,293.0,292.65,293.0,293.0,0.19,4.53,4.5,4.53,4.52,0.67,132.24,204.34,71.47,,0,64.67991169977924,0.12155923924544179,0.14138140375643027,290.8634,279.98055,163.25366666666667,2002,3,2000
2002-03-20,292.45,293.2,292.45,292.45,-0.19,4.53,4.52,4.53,4.52,0.0,176.2,257.63,117.21,,0,64.55849889624723,0.1214281604017106,0.13826915847463567,291.0454,280.08355,163.23133333333334,2002,3,2000
2002-03-21,293.15,292.35,293.15,293.15,0.24,4.51,4.51,4.51,4.5,-0.44,136.2,213.37,72.81,,0,65.0,0.1164322659676685,0.13918002177401542,291.1734,280.18605,161.83566666666667,2002,3,2000
2002-03-22,297.75,292.35,297.75,297.75,1.57,4.54,4.5,4.54,4.53,0.67,160.06,245.04,95.06,,0,65.58370044052863,0.12007984589619689,0.13046822148060552,291.3774,280.29605,163.29333333333332,2002,3,2000
2002-03-25,298.25,297.25,298.25,298.25,0.17,4.58,4.54,4.58,4.58,0.88,115.09,157.77,83.74,,0,65.12008733624454,0.11320486827195907,0.12927773003267362,291.6354,280.43155,162.00766666666667,2002,3,2000
2002-03-26,296.65,298.35,296.65,296.65,-0.54,4.6,4.57,4.6,4.59,0.44,124.75,170.19,87.36,,0,64.48913043478261,0.1138668768457507,0.12428814694391029,291.8774,280.54954999999995,160.32699999999997,2002,3,2000
2002-03-27,302.15,296.75,302.15,302.15,1.85,4.68,4.58,4.68,4.67,1.74,135.93,223.89,49.14,,0,64.5619658119658,0.12598347484998754,0.1312566555510794,292.1694,280.69205,157.79733333333334,2002,3,2000
2002-03-28,302.65,302.25,302.65,302.65,0.17,4.64,4.66,4.64,4.63,-0.85,82.54,148.11,36.6,,0,65.22629310344827,0.1258533108930162,0.13211991570460838,292.53340000000003,280.84205,155.40266666666668,2002,3,2000
2002-03-29,302.7,302.5,302.7,302.7,0.02,4.64,4.63,4.64,4.63,0.0,161.51,230.02,109.63,,0,65.23706896551724,0.12376949074418256,0.13211991570460838,292.9164,280.99129999999997,155.63633333333334,2002,3,2000
2002-04-01,303.35,302.25,303.35,303.35,0.21,4.69,4.66,4.69,4.67,1.08,156.44,272.92,52.03,,0,64.68017057569297,0.12374416644558996,0.13347795355268274,293.3324,281.14505,157.48866666666666,2002,4,2000
2002-04-02,305.85,304.05,305.85,305.85,0.82,4.74,4.67,4.74,4.73,1.07,194.0,291.92,115.66,,0,64.5253164556962,0.1161720017059631,0.13271289286871069,293.81339999999994,281.3043,157.953,2002,4,2000
2002-04-03,302.75,305.85,302.75,302.75,-1.01,4.66,4.72,4.66,4.65,-1.69,175.52,222.7,127.38,,0,64.96781115879828,0.11941321886511412,0.13654738988881168,294.2834,281.4368,158.70600000000002,2002,4,2000
2002-04-04,301.0,302.65,301.0,301.0,-0.58,4.63,4.66,4.63,4.62,-0.64,238.62,335.83,177.41,,0,65.01079913606911,0.12071618049197964,0.13856310033774769,294.7274,281.58055,160.68666666666667,2002,4,2000
2002-04-05,300.05,300.95,300.05,300.05,-0.32,4.58,4.6,4.58,4.57,-1.08,201.63,315.88,124.55,,0,65.51310043668123,0.12127189127259891,0.14111153544660746,295.13939999999997,281.73404999999997,162.05866666666668,2002,4,2000
2002-04-08,300.35,300.15,300.35,300.35,0.1,4.57,4.57,4.57,4.56,-0.22,185.45,275.5,102.8,,0,65.72210065645514,0.12114614688366393,0.14042948204565533,295.5654,281.88155,162.91733333333335,2002,4,2000
2002-04-09,298.55,300.25,298.55,298.55,-0.6,4.55,4.56,4.55,4.54,-0.44,200.57,225.75,182.92,,0,65.61538461538463,0.11226850020623462,0.13807701788043128,295.8994,282.02754999999996,164.725,2002,4,2000
2002-04-10,301.75,298.55,301.75,301.75,1.07,4.62,4.54,4.62,4.61,1.54,172.04,205.81,145.66,,0,65.31385281385282,0.11544010967053127,0.14404912774189121,296.2934,282.19655,165.726,2002,4,2000
2002-04-11,302.6,301.35,302.6,302.6,0.28,4.58,4.6,4.58,4.57,-0.87,195.67,296.72,110.0,,0,66.06986899563319,0.11556293401268194,0.14357828761055688,296.6984,282.3698,167.45133333333334,2002,4,2000
2002-04-12,302.15,302.4,302.15,302.15,-0.15,4.59,4.57,4.59,4.58,0.22,151.5,203.31,106.59,,0,65.82788671023965,0.11526527805432663,0.13852519228190052,297.0164,282.55379999999997,168.14033333333333,2002,4,2000
2002-04-15,299.85,301.15,299.85,299.85,-0.76,4.47,4.58,4.47,4.46,-2.61,187.64,266.2,120.02,,0,67.08053691275168,0.11682413969272776,0.15563012258607375,297.2204,282.7218,166.79733333333334,2002,4,2000
2002-04-16,298.25,299.65,298.25,298.25,-0.53,4.42,4.46,4.42,4.41,-1.12,203.75,294.85,142.1,,0,67.47737556561086,0.11446915223183762,0.15582023239771006,297.23040000000003,282.8798,168.10033333333334,2002,4,2000
2002-04-17,302.05,298.15,302.05,302.05,1.27,4.46,4.41,4.46,4.45,0.9,96.57,169.2,24.33,,0,67.72421524663677,0.11943219384169518,0.15752538197014415,297.3334,283.0583,166.73466666666667,2002,4,2000
2002-04-18,303.65,302.25,303.65,303.65,0.53,4.51,4.45,4.51,4.5,1.12,147.28,214.02,83.03,,0,67.32815964523282,0.11484039960559601,0.156233740625776,297.4004,283.2328,166.95466666666664,2002,4,2000
2002-04-19,302.35,303.85,302.35,302.35,-0.43,4.5,4.5,4.5,4.49,-0.22,193.63,273.22,133.76,,0,67.1888888888889,0.11570641724892015,0.1542287332701892,297.3674,283.4103,168.56699999999998,2002,4,2000
2002-04-22,302.9,302.15,302.9,302.9,0.18,4.56,4.49,4.56,4.55,1.33,118.97,163.08,86.56,,0,66.42543859649123,0.11552926268150795,0.15835944819477413,297.4314,283.58805,164.92166666666665,2002,4,2000
2002-04-23,303.65,303.0,303.65,303.65,0.25,4.58,4.54,4.58,4.57,0.44,129.71,192.31,71.9,,0,66.29912663755458,0.11181433037122579,0.15867974072746163,297.49440000000004,283.77055,161.94766666666666,2002,4,2000
2002-04-24,304.05,303.55,304.05,304.05,0.13,4.57,4.57,4.57,4.56,-0.22,114.12,161.68,79.91,,0,66.53172866520788,0.11150030053471824,0.1578277979733594,297.5854,283.94855,159.39666666666665,2002,4,2000
2002-04-25,307.65,304.15,307.65,307.65,1.18,4.62,4.57,4.62,4.61,1.09,106.27,144.7,68.97,,0,66.59090909090908,0.11197147514473398,0.15929611607412913,297.7324,284.13305,157.89233333333334,2002,4,2000
2002-04-26,311.35,307.35,311.35,311.35,1.2,4.65,4.61,4.65,4.64,0.65,126.95,182.48,78.56,,0,66.95698924731182,0.11439556986705063,0.1598011598853256,297.99739999999997,284.34254999999996,156.82933333333332,2002,4,2000
